"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Cdk2",0.00704787044968791,-2.40252922740282,0.009,0.05,1
"1110002L01Rik",0.00705749131841164,1.01250827187602,0.179,0.083,1
"Sclt1",0.00705749131841168,1.01250827187602,0.179,0.083,1
"Rgs4",0.00706310108843413,0.342812913534374,0.925,0.823,1
"Cys1",0.00707299613086342,0.925657857956224,0.204,0.11,1
"Nfkb1",0.00708015954511834,0.960040851981888,0.191,0.099,1
"Khk",0.00708015994173123,1.04916674245487,0.169,0.083,1
"Ppard",0.00708333762388441,0.879041129868401,0.219,0.138,1
"Zbed5",0.00708881548965846,1.27759050635868,0.129,0.055,1
"Cnbd2",0.00709605173071819,1.37006027649411,0.122,0.044,1
"Syt2",0.00712515010094136,0.679109241621537,0.351,0.309,1
"Eif2b3",0.00713071139959842,0.698683023955478,0.301,0.204,1
"Arntl",0.00713227312374935,0.66987926812523,0.339,0.215,1
"Klhl13",0.00713604346397528,-0.536153791533016,0.414,0.503,1
"Med12",0.00718578050700426,0.704385976513692,0.301,0.188,1
"Orai3",0.00723360208462832,0.677197965067914,0.31,0.204,1
"Sos2",0.00723638888672204,0.585788967549544,0.392,0.265,1
"Itgb5",0.0072370719191836,0.526962797142831,0.461,0.309,1
"Fchsd2",0.00724303525080453,0.59747077259718,0.395,0.243,1
"Slx4",0.00725039948047238,0.932455020309989,0.194,0.11,1
"Coa4",0.0072733130175029,1.18243327331834,0.141,0.072,1
"Plagl1",0.00727331301823419,1.18243327331834,0.147,0.061,1
"Zfp82",0.00729260844767839,1.58453171688968,0.097,0.033,1
"Nkapd1",0.00729810671215428,0.836936707292569,0.229,0.138,1
"Zfp263",0.00730382105967996,0.81802184710946,0.241,0.144,1
"Pth1r",0.00730487396775272,1.03487608490448,0.166,0.094,1
"Caprin2",0.00732184496823722,1.5043613682057,0.103,0.039,1
"Pvt1",0.00732504762781452,1.64186489195563,0.1,0.028,1
"Dnaic1",0.00732542307134698,1.64186489195563,0.097,0.028,1
"Dyrk1b",0.00733523027673496,0.711686341453205,0.304,0.199,1
"Gcc1",0.00733879913681072,0.978899879233204,0.179,0.099,1
"R74862",0.00735945123519166,0.860505178430973,0.216,0.133,1
"Ccnq",0.0073691947441673,0.56430390866198,0.408,0.293,1
"Acot5",0.00737982622335047,1.98978819537594,0.085,0.017,1
"Ttf1",0.00738501316515902,1.15643806478539,0.147,0.066,1
"Tst",0.00739228265860963,0.486214021495439,0.502,0.392,1
"Cdc73",0.00739495094435096,0.526962797142831,0.445,0.326,1
"Scx",0.00740026636409603,1.68493361384752,0.094,0.022,1
"Sema3e",0.00740979387251986,0.639906038917576,0.398,0.238,1
"Ntn3",0.00741440963316465,1.1299658534242,0.154,0.061,1
"2810013P06Rik",0.00743224122104467,0.753181914819791,0.263,0.166,1
"Gm26532",0.00743901047003276,1.15441889714874,0.144,0.066,1
"B4galt4",0.00744089796384702,0.707524318062093,0.298,0.199,1
"Mfsd2a",0.00745143895669977,0.594246871722893,0.373,0.249,1
"Ptbp3",0.00747632965226633,0.656364461650748,0.32,0.227,1
"Cln5",0.00748671595400754,0.767395774039492,0.273,0.149,1
"Katnbl1",0.00748851821288197,0.767395774039492,0.257,0.155,1
"Uap1l1",0.00750192301084083,0.797143117433544,0.251,0.155,1
"Med6",0.00751503023235908,0.603570972133598,0.379,0.249,1
"Xpnpep3",0.0075420151020576,1.10843269187456,0.154,0.072,1
"Synpo2",0.00755150978356102,-1.27699834531896,0.044,0.116,1
"Trabd",0.00755313634856827,0.740428726439223,0.27,0.188,1
"Gm3435",0.00755806392746467,1.64186489195563,0.094,0.028,1
"Fam227a",0.00756798210552047,2.98978819537594,0.078,0.006,1
"Fiz1",0.00757399983633975,0.753589974514462,0.273,0.155,1
"Ttc9",0.00762673144873666,0.493431808047439,0.505,0.42,1
"Eefsec",0.00763962699416423,0.863611089298795,0.223,0.144,1
"Slc12a2",0.00765354418488394,-0.414211032450455,0.536,0.646,1
"Fbxl12",0.00767032712807802,0.913616514890536,0.207,0.127,1
"Adamts17",0.00767877021320538,2.29791049073827,0.078,0.011,1
"Nipbl",0.00767908663713381,0.624437820197449,0.354,0.227,1
"Gm43674",0.00768439820248019,2.29791049073827,0.075,0.011,1
"Pard3",0.0076896760575483,-0.743566145237887,0.163,0.26,1
"Coq4",0.00770522427584091,0.553527425009583,0.451,0.287,1
"Intu",0.00771524620052243,1.27759050635868,0.125,0.055,1
"Slc25a32",0.00775134196494155,0.978899879233204,0.182,0.094,1
"Creb5",0.00775504918776538,-1.11712700854057,0.063,0.155,1
"Asb7",0.00777251143452656,0.853810525856965,0.223,0.127,1
"Nbas",0.00784511335736468,0.594693687926606,0.386,0.282,1
"Pde7b",0.00785781773541153,-1.09058522108808,0.069,0.138,1
"Eva1a",0.00791738034080046,0.836936707292569,0.232,0.116,1
"AC109619.1",0.00792784910806605,0.752748998075091,0.266,0.166,1
"Fhdc1",0.00793303728487357,1.98978819537594,0.078,0.017,1
"Zfp991",0.00793303728487357,1.98978819537594,0.078,0.017,1
"Tmem212",0.007935692665416,-3.23260422596051,0.006,0.033,1
"Proser1",0.00796790249969398,0.800185709157162,0.238,0.144,1
"Naaa",0.00797338478033714,0.507674102246534,0.467,0.37,1
"Atrip",0.00797381384064053,0.753589974514462,0.257,0.177,1
"Desi2",0.00797748655429509,0.753181914819791,0.26,0.171,1
"2210016F16Rik",0.0079864486891887,0.741860681932355,0.276,0.171,1
"C3ar1",0.00799290749078063,-1.9330439441016,0.013,0.066,1
"9230112E08Rik",0.00801139168731982,1.2413269623719,0.138,0.044,1
"Baiap2l2",0.00801139177735756,1.2413269623719,0.135,0.05,1
"Gm38393",0.00801149935485704,1.76739577403949,0.088,0.022,1
"Arel1",0.00802408199629904,0.374436440219713,0.818,0.63,1
"Lingo2",0.00803507907257113,1.15818572707166,0.141,0.077,1
"Ncam2",0.00803731691264616,1.28676993313307,0.122,0.05,1
"Rab3d",0.00803731691407944,1.28676993313307,0.122,0.05,1
"Pigg",0.00804447609242019,0.912826213561056,0.197,0.11,1
"Ltbp1",0.00806573850483232,1.46783549218058,0.11,0.028,1
"Gm10687",0.00807600410411637,-2.55453232084787,0.006,0.05,1
"A230001M10Rik",0.00807600410416729,-2.55453232084787,0.006,0.05,1
"Ino80b",0.00807674017790552,0.628949004070348,0.345,0.221,1
"Gm7072",0.00807765464830406,1.1299658534242,0.147,0.066,1
"Rnd3",0.00807790971776377,1.06378877681972,0.163,0.094,1
"Pex11a",0.00808457593150689,0.978899879233204,0.179,0.099,1
"B9d1",0.00809617433992021,0.600745904630041,0.37,0.243,1
"Sostdc1",0.00809669139233623,-1.62492164873927,0.047,0.088,1
"Mzf1",0.00810805920721411,1.04041426844591,0.169,0.083,1
"Zfp668",0.0081204112062232,0.960040851981888,0.185,0.105,1
"BC028528",0.00816080342159598,1.00059495033252,0.169,0.099,1
"Sdccag8",0.00816473784242705,0.816305374520438,0.245,0.122,1
"Leng1",0.00817515432487157,0.919398867484542,0.197,0.105,1
"Plaat1",0.00818910513382671,0.715307262891038,0.304,0.188,1
"Foxred2",0.0081965829636086,1.18243327331834,0.141,0.061,1
"Ogfod3",0.00821345694636407,0.960040851981888,0.182,0.105,1
"Gm11266",0.00822001266065839,1.54500335270304,0.1,0.028,1
"Fem1a",0.00822805321291243,0.495591158577966,0.486,0.37,1
"Ntrk1",0.00824682401646113,-1.57655862717787,0.038,0.077,1
"Gm40578",0.00825855356961916,1.43036078676192,0.107,0.039,1
"Pycr2",0.00826149928599221,0.47067824194941,0.52,0.403,1
"Gask1a",0.00826569784553712,2.9373207754818,0.078,0.006,1
"Galc",0.00827033571201211,0.570163426601445,0.382,0.276,1
"Fam13a",0.00833288028634685,0.932455020309989,0.194,0.105,1
"Tex9",0.00834257541012876,1.18243327331834,0.138,0.055,1
"Cep76",0.00834260389272613,1.64186489195563,0.091,0.028,1
"5830408C22Rik",0.00835133250781175,1.81470148881785,0.082,0.022,1
"Nemp1",0.00835280762626004,1.5043613682057,0.107,0.033,1
"Eef1d",0.00835871242295743,0.349784331096822,0.696,0.624,1
"Dis3l",0.00836601082994971,0.691446920806194,0.304,0.177,1
"Bmt2",0.00838619649013207,0.580192781165344,0.389,0.276,1
"Glra3",0.00838922677102166,1.35235827476065,0.116,0.044,1
"Ap1s2",0.00843232204590708,0.430360786761922,0.643,0.597,1
"Adam23",0.00844308152195071,0.404825694654784,0.674,0.514,1
"Tmem28",0.00844375149061399,0.836936707292569,0.219,0.133,1
"Xpo4",0.00844821010784418,1.24656361073805,0.129,0.05,1
"Npr1",0.00846210750740451,1.58453171688968,0.094,0.033,1
"Smim8",0.00849589715274168,0.418061521811478,0.58,0.481,1
"Lin52",0.00850490378283147,0.615392680594442,0.348,0.249,1
"Rmdn2",0.00850810357510507,1.76739577403949,0.085,0.022,1
"Evc2",0.00852208087057617,1.15643806478539,0.147,0.055,1
"Nprl3",0.00853250906733739,0.650212234669153,0.332,0.21,1
"Alkbh4",0.00854330267942094,1.28676993313307,0.122,0.05,1
"Ccm2",0.00856139488635541,0.385012440871631,0.708,0.586,1
"Dusp23",0.00860295209481959,1.06507632268018,0.16,0.072,1
"Frat2",0.00860469559034153,1.15441889714874,0.138,0.066,1
"Mmut",0.00867539083520172,0.569456396427583,0.411,0.254,1
"Tmem205",0.00868509820314453,0.440231030785983,0.552,0.453,1
"A630072M18Rik",0.00869743888835514,1.40482569465478,0.11,0.039,1
"Il18",0.00869796000871738,0.487287854846757,0.461,0.359,1
"Bst2",0.00874835148842362,-0.842228780915933,0.157,0.215,1
"Ficd",0.00875250771522904,0.842357831720714,0.223,0.127,1
"Herc6",0.00875855516879031,1.33443636676339,0.119,0.044,1
"Prim2",0.00877710920889203,1.04041426844591,0.163,0.077,1
"Sdad1",0.0087992878909003,0.947968019681313,0.179,0.105,1
"Pxmp4",0.0088083096968325,0.675031755890832,0.304,0.199,1
"Eme2",0.00881425399499602,1.28676993313307,0.119,0.05,1
"Rhod",0.00884039420549661,-2.27699834531896,0.009,0.05,1
"Btbd16",0.00884039420549667,-2.27699834531896,0.009,0.05,1
"Mtmr14",0.00884377655438068,0.686905856179124,0.307,0.193,1
"Rbp4",0.00886411712965453,0.667860100488578,0.339,0.249,1
"Ctso",0.00889580553219441,0.54048079401235,0.429,0.315,1
"Shc1",0.00891068020742812,1.10299880582393,0.147,0.072,1
"Mtfmt",0.00893227563894483,0.819863193933627,0.226,0.127,1
"Ptges3l",0.00894052027237405,1.46783549218058,0.1,0.039,1
"Pqlc1",0.00895594648040083,0.714153752762513,0.298,0.199,1
"Gabrg3",0.00898030778893711,0.584531716889682,0.354,0.271,1
"Lca5",0.00898892187539141,1.00059495033252,0.172,0.099,1
"Pde6d",0.00899657277722121,0.362774890705987,0.68,0.619,1
"A730020E08Rik",0.00899859994553739,1.9373207754818,0.078,0.017,1
"Sesn2",0.00901301815202517,1.21485475101071,0.135,0.055,1
"1810010H24Rik",0.00901301815220177,1.21485475101071,0.135,0.055,1
"Gm20033",0.00901461787366162,1.21485475101071,0.129,0.055,1
"Map3k20",0.00901596198110552,1.08932386892685,0.157,0.066,1
"Zfp661",0.00905498545150499,1.59747077259718,0.094,0.028,1
"Atad2",0.00912633097988023,1.33443636676339,0.113,0.044,1
"A730063M14Rik",0.00912633097988402,1.33443636676339,0.113,0.044,1
"Lrba",0.00914543297561654,0.619073027082391,0.354,0.254,1
"Lrrc42",0.00915745167627396,0.600745904630041,0.348,0.265,1
"Glce",0.00917158401224423,0.562464322769267,0.404,0.298,1
"Zfp874b",0.00919692802144586,1.01250827187602,0.169,0.083,1
"Gm10125",0.00920382515950554,0.978899879233204,0.172,0.094,1
"Dmp1",0.00920718090665074,2.24132696237191,0.072,0.011,1
"C1qa",0.00922527708940609,0.341808355419738,0.784,0.669,1
"Bcl2",0.00923917286390695,0.821843558061869,0.238,0.116,1
"Shisa9",0.00925287350424213,0.438272177747926,0.577,0.453,1
"Sec24d",0.00926181329250783,1.00186102767652,0.166,0.088,1
"Zfp772",0.00926498765911856,0.919398867484542,0.194,0.099,1
"Cdyl",0.00927053817179329,0.892926656123351,0.197,0.105,1
"Actl6a",0.00927648205373095,0.781895343734607,0.238,0.16,1
"Nphp3",0.00929167673411466,1.5043613682057,0.1,0.028,1
"BC002059",0.00929167674508436,1.5043613682057,0.097,0.033,1
"Tnfrsf19",0.00930566735939251,0.522508714915958,0.417,0.381,1
"Icam4",0.00931008687265873,2.88287299145943,0.075,0.006,1
"Lats1",0.00931947929461583,0.603897041756613,0.348,0.265,1
"Trp53",0.00932406330064052,0.631740674681926,0.332,0.232,1
"Dimt1",0.00932889885058311,0.619838585625634,0.342,0.221,1
"Heatr1",0.00933482774950605,0.782346115505463,0.245,0.149,1
"Pacs2",0.00936929307865664,-0.316715180664386,0.79,0.779,1
"Sptssb",0.00938603257027442,1.76739577403949,0.082,0.022,1
"Ccr5",0.00938603257027453,1.76739577403949,0.082,0.022,1
"Map3k1",0.00938738457713184,0.933754160461612,0.201,0.138,1
"Skp2",0.00943447922002095,1.59747077259718,0.091,0.028,1
"Twistnb",0.00946240714570296,0.857032986524169,0.216,0.122,1
"Agpat4",0.00949369799377183,0.425887310182613,0.58,0.492,1
"Polr3d",0.00951561032958767,0.689393262038219,0.298,0.166,1
"Cnnm4",0.00951771318889708,1.15643806478539,0.141,0.061,1
"Pls1",0.00952027564864216,-0.847940375725183,0.125,0.204,1
"Zscan12",0.00952887036284567,1.39188663894729,0.113,0.039,1
"Med11",0.00953406575584407,0.783883896828061,0.232,0.149,1
"Zkscan6",0.00953487542323152,0.966704582262899,0.179,0.088,1
"Elp4",0.00953590785845273,0.966704582262899,0.176,0.088,1
"Myh3",0.00958413082668674,1.98978819537594,0.072,0.017,1
"Pdzd7",0.00958413082668674,1.98978819537594,0.072,0.017,1
"Pvr",0.00958558770089435,1.21485475101071,0.125,0.055,1
"Foxk1",0.00960025719911715,0.712947990017116,0.276,0.166,1
"Mphosph10",0.00963535875028323,0.798092571262409,0.238,0.138,1
"Wtip",0.00965491400951168,0.848014234247777,0.229,0.122,1
"Ints12",0.00967605988791304,0.887690007757204,0.204,0.105,1
"Spink10",0.00968287275902521,1.05690239123448,0.154,0.072,1
"Wapl",0.00969574107133014,0.516170670495332,0.439,0.309,1
"Pmf1",0.00970417689100054,1.15441889714874,0.135,0.066,1
"Dcaf4",0.0097386504072829,0.627844421640699,0.323,0.227,1
"Gm20646",0.00976069470983297,1.9373207754818,0.075,0.017,1
"Chchd5",0.00976442849522357,0.693395192595715,0.288,0.188,1
"Wwtr1",0.00979331753262718,0.898640307317744,0.194,0.105,1
"Gm35040",0.00980088021776477,0.926594368888746,0.188,0.094,1
"Tamm41",0.0098105982262796,0.947968019681313,0.176,0.105,1
"2310075C17Rik",0.00982322279243513,-3.13949482156903,0.003,0.044,1
"Mtrr",0.00983019704749817,1.01532328748308,0.166,0.083,1
"Neil1",0.00983166392386088,1.01532328748308,0.16,0.083,1
"Ttc9c",0.0098323207145092,0.641864891955633,0.313,0.21,1
"1700048O20Rik",0.00984310990010815,0.845398286040765,0.204,0.127,1
"Igf1",0.00987347956929385,1.10443076131706,0.154,0.083,1
"Itga2b",0.00987404614386814,1.71848617355855,0.085,0.022,1
"AC241534.1",0.00987404614391764,1.71848617355855,0.085,0.022,1
"Washc5",0.00987420637113172,0.610526925422626,0.345,0.254,1
"Kcng1",0.00988754649296516,0.658871317261323,0.32,0.193,1
"Acsf3",0.00993580942445295,0.800185709157162,0.232,0.138,1
"Klf16",0.00993825188525504,0.523901554601343,0.439,0.365,1
"Galnt7",0.00994827814925675,1.13662958370521,0.144,0.072,1
"1700023F06Rik",0.00998082089638212,0.782346115505463,0.245,0.144,1
"Tspan4",0.0100089250079357,0.667860100488578,0.301,0.215,1
"Unc119b",0.0100094318001187,0.663059114224757,0.313,0.177,1
"Kptn",0.0100104864275774,0.53998527793642,0.404,0.293,1
"Alg9",0.0100148607026422,0.675031755890832,0.301,0.193,1
"Srarp",0.0100305942758363,1.37006027649411,0.11,0.039,1
"Inf2",0.0100346510620467,-0.328680197515555,0.843,0.862,1
"Angel1",0.0100381205646501,1.33443636676339,0.11,0.044,1
"Armc7",0.0100435597640191,1.15205962427482,0.135,0.061,1
"Rhoc",0.0100466742018074,0.644337377635154,0.342,0.199,1
"Mrgbp",0.0100560504911716,0.667860100488578,0.307,0.199,1
"Cdca7l",0.0100877619358696,2.24132696237191,0.069,0.011,1
"Pkd2",0.0100914134905333,0.585788967549544,0.367,0.271,1
"Gm46430",0.0100972321805427,1.04041426844591,0.154,0.083,1
"Arhgap22",0.0100972321809883,1.04041426844591,0.16,0.072,1
"Nln",0.0100976454379085,0.626039924793951,0.342,0.215,1
"Smndc1",0.010113576560221,0.580310221438997,0.392,0.298,1
"Dcp1b",0.0101144859220129,0.661267423178149,0.301,0.221,1
"Abcb6",0.0101394531844068,0.663059114224757,0.313,0.193,1
"Gm43672",0.0101542900053832,1.00186102767652,0.163,0.083,1
"Zfp180",0.0101621826918172,0.462541192511071,0.508,0.392,1
"Dgkb",0.0101859307229806,-0.346517546164008,0.777,0.713,1
"Armc2",0.010189302158545,1.01532328748308,0.157,0.083,1
"Rnf7",0.0101922389113979,0.241212684971481,0.934,0.884,1
"Pag1",0.0102080886677237,0.784469287398434,0.238,0.138,1
"Lap3",0.0102249069434023,0.389921687717132,0.605,0.525,1
"Agt",0.0102416810457965,-0.681911627324098,0.288,0.354,1
"Lyar",0.0102421152274936,0.819863193933627,0.219,0.133,1
"Klhl21",0.0102593831465893,0.93450575987475,0.185,0.094,1
"Cbwd1",0.0102599518265677,0.93450575987475,0.182,0.099,1
"1110012L19Rik",0.0102843371545125,0.800185709157162,0.229,0.138,1
"Efcab10",0.0102875625409421,1.18243327331834,0.141,0.05,1
"4732491K20Rik",0.010321497650463,1.39188663894729,0.103,0.039,1
"Wdhd1",0.0103272088459805,1.43036078676192,0.1,0.039,1
"Zfp775",0.0103401037643721,0.966704582262899,0.172,0.088,1
"Mccc2",0.0103435876479284,0.650986281924181,0.307,0.199,1
"Nup37",0.0103484090020258,1.15205962427482,0.132,0.061,1
"Rab37",0.0103561548018783,1.22196163750497,0.141,0.066,1
"Fam71e1",0.0103915524542118,1.07551806940182,0.144,0.072,1
"Cox6b2",0.0104035149088888,-1.03995914801811,0.072,0.138,1
"Gca",0.0104063115146965,0.98978819537594,0.176,0.072,1
"Klf7",0.0104129234629524,0.578361949649475,0.37,0.249,1
"Six3",0.0104182214754521,-0.753790816248349,0.197,0.47,1
"Nts",0.010418806959694,1.03356988740385,0.194,0.182,1
"Plekhg3",0.0104514488636142,-0.792031634574527,0.144,0.243,1
"Etaa1os",0.0104574873492283,-1.44559794929471,0.031,0.083,1
"Zfp27",0.0104695547142937,0.842357831720714,0.213,0.127,1
"Myh9",0.01048928015413,0.585192442818743,0.376,0.249,1
"Polm",0.0104931488586031,1.21485475101071,0.122,0.055,1
"Fam102b",0.0105292100614192,0.444729916394611,0.58,0.514,1
"Vldlr",0.010539309673236,0.453167937833712,0.53,0.392,1
"Adamts13",0.0105449752009197,2.82628946309306,0.072,0.006,1
"Lemd1",0.0105449752009205,2.82628946309306,0.072,0.006,1
"N4bp2os",0.0105850298387259,1.71848617355855,0.082,0.022,1
"Aldh2",0.0106140692601057,0.36234236333327,0.696,0.597,1
"Bcdin3d",0.0106330691340359,1.12584974495197,0.138,0.061,1
"Fgfbp3",0.0106530289605896,1.28676993313307,0.113,0.05,1
"Idua",0.010667513382094,0.842357831720714,0.207,0.127,1
"Slc30a6",0.010687383632755,0.767395774039492,0.245,0.155,1
"Cdc40",0.010714146467972,0.577917975175779,0.386,0.282,1
"Cyp2j12",0.0107515056010401,-1.43905510342793,0.038,0.083,1
"9930104L06Rik",0.0107645420464718,1.39188663894729,0.103,0.039,1
"Cdkn1c",0.0107690511371367,-1.40252922740282,0.056,0.105,1
"Plxnd1",0.0107755665560535,0.532017711108564,0.476,0.409,1
"Islr",0.0107788443696171,0.893928179968424,0.241,0.127,1
"Otud3",0.0108131675853672,1.29791049073827,0.113,0.044,1
"Tyw1",0.0108156590923391,0.767395774039492,0.235,0.144,1
"Ascc3",0.0108350171413889,0.81802184710946,0.226,0.122,1
"Sppl2a",0.0108436999660633,0.528208110160066,0.426,0.298,1
"Ccdc181",0.0108573286728042,0.680684140846161,0.288,0.188,1
"Haus1",0.010887323747684,1.21485475101071,0.122,0.055,1
"Fer",0.010896662307046,1.18243327331834,0.125,0.061,1
"Phkb",0.0109183609434089,0.675031755890832,0.304,0.182,1
"Polr3g",0.0109501214793738,2.82628946309306,0.069,0.006,1
"Cpxm1",0.0109523315354898,1.03043017987329,0.16,0.072,1
"1700037C18Rik",0.010952885792885,1.03043017987329,0.154,0.077,1
"Akr1b10",0.0109726641073315,0.740428726439223,0.266,0.149,1
"Gdpgp1",0.0109749953720854,1.25282260120973,0.116,0.05,1
"Adgrd1",0.0110033982219055,1.88287299145943,0.078,0.017,1
"Rngtt",0.0110058262028517,0.650986281924181,0.301,0.21,1
"Smpd3",0.0110059322153522,-0.409324788911674,0.586,0.586,1
"Ccdc138",0.0110087590820148,1.88287299145943,0.075,0.017,1
"Hmgn5",0.0110409249027313,1.12584974495197,0.138,0.061,1
"Gm48957",0.0110517985379821,2.82628946309306,0.069,0.006,1
"Bak1",0.0110644678418616,0.848695876141341,0.213,0.122,1
"Gstm4",0.0110677208846426,1.02570776963088,0.157,0.083,1
"Fam110a",0.0110707166234641,1.18243327331834,0.129,0.055,1
"Zfp623",0.0110708763082728,1.18243327331834,0.132,0.05,1
"Lin9",0.0110794348266689,2.18243327331834,0.069,0.011,1
"Zfp874a",0.011098295068916,0.919398867484542,0.188,0.094,1
"Zfand2b",0.0111085183228451,0.545003352703044,0.398,0.276,1
"Rgs14",0.0111127778929093,0.516334009871774,0.461,0.376,1
"Smurf2",0.0111363261255423,0.61127657212221,0.335,0.238,1
"Tmem119",0.0111471177882784,0.570998561235989,0.351,0.26,1
"Rfx7",0.0111499747869314,0.64710154032178,0.326,0.204,1
"Sertad2",0.0111528743308028,0.667860100488578,0.288,0.188,1
"Drc7",0.0111768288206488,-2.6920358445978,0.006,0.039,1
"B230354K17Rik",0.0111830599849788,0.98978819537594,0.166,0.083,1
"Myo19",0.0111903634485593,1.24656361073805,0.116,0.055,1
"Tmem41b",0.0112089772573929,0.523990174954631,0.417,0.304,1
"Ccdc173",0.0112098335389676,1.55166708298406,0.094,0.028,1
"Kif26a",0.0112105258041616,1.55166708298406,0.091,0.028,1
"1810062O18Rik",0.011210525804183,1.55166708298406,0.091,0.028,1
"Dtwd2",0.0112105258042435,1.55166708298406,0.091,0.028,1
"Adhfe1",0.0112274628395392,0.697006446148094,0.282,0.182,1
"Maob",0.0112276425413808,0.783883896828061,0.229,0.138,1
"Aff1",0.0112878576074249,1.15205962427482,0.129,0.061,1
"Vegfc",0.0112878576074255,1.15205962427482,0.135,0.05,1
"Rap1a",0.0113623865579154,0.338552475235618,0.74,0.641,1
"Flt3l",0.0113839981336045,1.39188663894729,0.1,0.039,1
"Syndig1",0.0113947852699397,0.494019423984239,0.502,0.376,1
"Tbx21",0.0114048453380766,2.13662958370521,0.063,0.011,1
